jma_code,name,name_kana,pref,lat,lon,elevation,type,obs_start,matched_sources,amedastable_code,obsdl_stid,kansoku_bitmask
a0154,今金,イマカネ,檜山,42.428333,140.008333,19,C,,amedastable+obsdl,24051,a0154,111211
a0156,潮見,シオミ,檜山,42.038333,140.088333,50,C,,amedastable+obsdl,24166,a0156,100000
s47428,江差,エサシ,檜山,41.866667,140.123333,4,B,,amedastable+obsdl,24217,s47428,111111
a1199,奥尻,オクシリ,檜山,42.248333,139.556667,5,C,,amedastable+obsdl,24101,a1199,111201
a1200,鶉,ウズラ,檜山,41.93,140.311667,53,C,,amedastable+obsdl,24201,a1200,111211
a1205,石崎,イシザキ,檜山,41.7,140.028333,5,C,,amedastable+obsdl,24236,a1205,100000
a1513,米岡,ヨネオカ：奥尻空港,檜山,42.071667,139.431667,49,C,,amedastable+obsdl,24156,a1513,111000
a0158,障子山,,青森,,,,,,obsdl_only,,a0158,100000
s47576,むつ,ムツ,青森,41.283333,141.21,3,B,,amedastable+obsdl,31111,s47576,111111
a0160,蟹田,カニタ,青森,41.045,140.633333,5,C,,amedastable+obsdl,31201,a0160,111201
s47575,青森,アオモリ,青森,40.821667,140.768333,3,A,,amedastable+obsdl,31312,s47575,111111
a0162,野辺地,ノヘジ,青森,40.885,141.16,14,C,,amedastable+obsdl,31332,a0162,111211
a0163,鰺ケ沢,アジガサワ,青森,40.776667,140.205,40,C,,amedastable+obsdl,31366,a0163,111211
a0164,五所川原,ゴショガワラ,青森,40.808333,140.458333,9,C,,amedastable+obsdl,31296,a0164,111211
s47574,深浦,フカウラ,青森,40.645,139.931667,66,B,,amedastable+obsdl,31436,s47574,111111
a0166,弘前,ヒロサキ,青森,40.611667,140.455,30,C,,amedastable+obsdl,31461,a0166,111211
a0167,黒石,クロイシ,青森,40.666667,140.585,30,C,,amedastable+obsdl,31466,a0167,111201
a0168,八甲田山,,青森,,,,,,obsdl_only,,a0168,100000
a0169,三沢,ミサワ,青森,40.675,141.375,39,C,,amedastable+obsdl,31506,a0169,111201
a0170,四兵衛森,,青森,,,,,,obsdl_only,,a0170,100000
a0171,毛無山,,青森,,,,,,obsdl_only,,a0171,100000
a0172,十和田,トワダ,青森,40.606667,141.233333,55,C,,amedastable+obsdl,31586,a0172,111211
s47581,八戸,ハチノヘ,青森,40.526667,141.521667,27,B,,amedastable+obsdl,31602,s47581,111111
a0174,大鰐,オオワニ,青森,40.53,140.555,63,C,,amedastable+obsdl,31551,a0174,100000
a0175,碇ケ関,イカリガセキ,青森,40.481667,140.62,135,C,,amedastable+obsdl,31646,a0175,111211
a0176,空岱山,,青森,,,,,,obsdl_only,,a0176,100000
a0177,休屋,ヤスミヤ,青森,40.426667,140.898333,414,C,,amedastable+obsdl,31662,a0177,111201
a0178,朝日奈岳,,青森,,,,,,obsdl_only,,a0178,100000
a0179,三戸,サンノヘ,青森,40.383333,141.256667,60,C,,amedastable+obsdl,31721,a0179,111211
a1026,今別,イマベツ,青森,41.18,140.481667,30,C,,amedastable+obsdl,31136,a1026,111211
a1027,六ケ所,ロッカショ,青森,40.885,141.271667,80,C,,amedastable+obsdl,31336,a1027,111201
a1041,大間,オオマ,青森,41.526667,140.911667,14,C,,amedastable+obsdl,31001,a1041,111211
a1042,大和山,ヤマトヤマ,青森,40.848333,140.985,137,C,,amedastable+obsdl,31321,a1042,100000
a1079,酸ケ湯,スカユ,青森,40.648333,140.848333,890,C,,amedastable+obsdl,31482,a1079,111211
a1108,岳,ダケ,青森,40.628333,140.263333,438,C,,amedastable+obsdl,31451,a1108,100000
a1110,長慶平,,青森,,,,,,obsdl_only,,a1110,100000
a1119,市浦,シウラ,青森,41.056667,140.346667,20,C,,amedastable+obsdl,31186,a1119,111201
a1122,小田野沢,オダノサワ,青森,41.235,141.396667,6,C,,amedastable+obsdl,31121,a1122,111201
a1124,脇野沢,ワキノサワ,青森,41.145,140.821667,15,C,,amedastable+obsdl,31156,a1124,111211
a1183,七戸,シチノヘ,青森,40.708333,141.128333,57,C,,amedastable+obsdl,31411,a1183,100000
a1272,戸来,ヘライ,青森,40.468333,141.176667,125,C,,amedastable+obsdl,31671,a1272,100000
a1406,温川,ヌルカワ,青森,40.515,140.783333,404,C,,amedastable+obsdl,31562,a1406,100000
a1495,青森大谷,アオモリオオタニ：青森空港,青森,40.733333,140.688333,198,C,,amedastable+obsdl,31386,a1495,111010
a1559,湯野川,ユノカワ,青森,41.313333,140.956667,162,C,,amedastable+obsdl,31036,a1559,100000
a0180,田代岳,,秋田,,,,,,obsdl_only,,a0180,100000
a0181,陣場,ジンバ,秋田,40.415,140.61,218,C,,amedastable+obsdl,32091,a0181,100000
a0182,杉沢山,,秋田,,,,,,obsdl_only,,a0182,100000
a0183,能代,ノシロ,秋田,40.198333,140.031667,6,C,,amedastable+obsdl,32111,a0183,111211
a0184,鷹巣,タカノス,秋田,40.226667,140.371667,29,C,,amedastable+obsdl,32126,a0184,111211
a0185,鹿角,カヅノ,秋田,40.215,140.786667,123,C,,amedastable+obsdl,32146,a0185,111211
a0186,湯瀬,ユゼ,秋田,40.12,140.84,214,C,,amedastable+obsdl,32206,a0186,111201
a0187,森吉山,,秋田,,,,,,obsdl_only,,a0187,100000
a0188,五城目,ゴジョウメ,秋田,39.938333,140.115,6,C,,amedastable+obsdl,32296,a0188,111211
a0189,男鹿本山,,秋田,,,,,,obsdl_only,,a0189,100000
s47582,秋田,アキタ,秋田,39.716667,140.098333,6,A,,amedastable+obsdl,32402,s47582,111111
a0191,太平山,,秋田,,,,,,obsdl_only,,a0191,100000
a0192,岩見三内,イワミサンナイ,秋田,39.706667,140.286667,41,C,,amedastable+obsdl,32407,a0192,111201
a0193,角館,カクノダテ,秋田,39.603333,140.556667,56,C,,amedastable+obsdl,32466,a0193,111211
a0194,田沢湖,タザワコ,秋田,39.698333,140.731667,230,C,,amedastable+obsdl,32476,a0194,111201
a0195,大曲,オオマガリ,秋田,39.49,140.495,30,C,,amedastable+obsdl,32551,a0195,111201
a0196,本荘,ホンジョウ,秋田,39.36,140.055,11,C,,amedastable+obsdl,32571,a0196,111211
a0197,保呂羽山,,秋田,,,,,,obsdl_only,,a0197,100000
a0198,横手,ヨコテ,秋田,39.32,140.555,59,C,,amedastable+obsdl,32596,a0198,111211
a0199,にかほ,ニカホ,秋田,39.255,139.913333,7,C,,amedastable+obsdl,32616,a0199,111201
a0200,矢島,ヤシマ,秋田,39.235,140.136667,46,C,,amedastable+obsdl,32626,a0200,111211
a0201,三森山,,秋田,,,,,,obsdl_only,,a0201,100000
a0202,湯沢,ユザワ,秋田,39.186667,140.463333,74,C,,amedastable+obsdl,32691,a0202,111211
a0203,姥井戸山,,秋田,,,,,,obsdl_only,,a0203,100000
a0204,湯の岱,ユノタイ,秋田,38.96,140.528333,335,C,,amedastable+obsdl,32771,a0204,111211
a0912,大館,オオダテ,秋田,40.251667,140.505,49,C,,amedastable+obsdl,32136,a0912,111201
a1035,大潟,オオガタ,秋田,40.0,139.95,-3,C,,amedastable+obsdl,32287,a1035,111201
a1036,男鹿,オガ,秋田,39.911667,139.9,20,C,,amedastable+obsdl,32286,a1036,111201
a1043,八森,ハチモリ,秋田,40.413333,139.948333,34,C,,amedastable+obsdl,32056,a1043,111201
a1050,大正寺,ダイショウジ,秋田,39.526667,140.233333,20,C,,amedastable+obsdl,32496,a1050,111211
a1109,東成瀬,ヒガシナルセ,秋田,39.178333,140.648333,191,C,,amedastable+obsdl,32701,a1109,100000
a1115,比立内,ヒタチナイ,秋田,39.903333,140.45,210,C,,amedastable+obsdl,32312,a1115,100000
a1117,東由利,ヒガシユリ,秋田,39.305,140.288333,117,C,,amedastable+obsdl,32581,a1117,111201
a1131,阿仁合,アニアイ,秋田,39.993333,140.403333,120,C,,amedastable+obsdl,32311,a1131,111211
a1167,鎧畑,ヨロイバタ,秋田,39.775,140.665,281,C,,amedastable+obsdl,32426,a1167,100000
a1273,藤里,フジサト,秋田,40.32,140.293333,68,C,,amedastable+obsdl,32071,a1273,100000
a1278,桧木内,ヒノキナイ,秋田,39.811667,140.585,255,C,,amedastable+obsdl,32376,a1278,100000
a1289,八幡平,ハチマンタイ,秋田,40.013333,140.801667,578,C,,amedastable+obsdl,32266,a1289,111201
a1407,笹子,ジネゴ,秋田,39.101667,140.286667,223,C,,amedastable+obsdl,32681,a1407,100000
a1408,藤原,フジワラ,秋田,40.353333,140.78,280,C,,amedastable+obsdl,32096,a1408,100000
a1422,男鹿真山,オガシンザン,秋田,39.938333,139.781667,84,C,,amedastable+obsdl,32276,a1422,100000
a1425,仁別,ニベツ,秋田,39.8,140.216667,179,C,,amedastable+obsdl,32408,a1425,100000
a1463,脇神,ワキガミ：大館能代空港,秋田,40.191667,140.371667,84,C,,amedastable+obsdl,32181,a1463,111000
a1511,雄和,ユウワ：秋田空港,秋田,39.615,140.218333,93,C,,amedastable+obsdl,32451,a1511,111010
a1652,田沢湖高原,タザワココウゲン,秋田,39.778333,140.761667,652,C,,amedastable+obsdl,32431,a1652,100000
a0205,種市,タネイチ,岩手,40.403333,141.7,70,C,,amedastable+obsdl,33006,a0205,111201
a0206,軽米,カルマイ,岩手,40.325,141.466667,148,C,,amedastable+obsdl,33026,a0206,111201
a0207,二戸,ニノヘ,岩手,40.298333,141.298333,87,C,,amedastable+obsdl,33071,a0207,111211
a0208,折爪岳,,岩手,,,,,,obsdl_only,,a0208,100000
a0209,久慈,クジ,岩手,40.168333,141.748333,13,C,,amedastable+obsdl,33146,a0209,111211
a0210,西岳,,岩手,,,,,,obsdl_only,,a0210,100000
a0211,葛巻,クズマキ,岩手,40.04,141.456667,418,C,,amedastable+obsdl,33186,a0211,111211
a0212,袖山,,岩手,,,,,,obsdl_only,,a0212,100000
a0213,茶臼岳,,岩手,,,,,,obsdl_only,,a0213,100000
a0214,岩手松尾,イワテマツオ,岩手,39.951667,141.065,275,C,,amedastable+obsdl,33226,a0214,111211
a0215,岩手山,,岩手,,,,,,obsdl_only,,a0215,100000
a0216,岩洞,,岩手,,,,,,obsdl_only,,a0216,100000
a0217,大森山,,岩手,,,,,,obsdl_only,,a0217,100000
a0218,岩泉,イワイズミ,岩手,39.846667,141.795,105,C,,amedastable+obsdl,33326,a0218,111211
a0219,駒ケ岳,,岩手,,,,,,obsdl_only,,a0219,100000
a0220,害鷹森,,岩手,,,,,,obsdl_only,,a0220,100000
a0221,雫石,シズクイシ,岩手,39.696667,140.975,195,C,,amedastable+obsdl,33421,a0221,111211
s47584,盛岡,モリオカ,岩手,39.698333,141.165,155,A,,amedastable+obsdl,33431,s47584,111111
s47585,宮古,ミヤコ,岩手,39.646667,141.965,43,B,,amedastable+obsdl,33472,s47585,111111
a0224,薬師岳,,岩手,,,,,,obsdl_only,,a0224,100000
a0225,黒森山,,岩手,,,,,,obsdl_only,,a0225,100000
a0226,豊沢,トヨサワ,岩手,39.48,140.968333,300,C,,amedastable+obsdl,33566,a0226,100000
a0227,花巻,ハナマキ：花巻空港,岩手,39.428333,141.135,90,C,,amedastable+obsdl,33576,a0227,111010
a0228,大迫,オオハサマ,岩手,39.47,141.278333,150,C,,amedastable+obsdl,33581,a0228,111201
a0229,湯田,ユダ,岩手,39.31,140.776667,250,C,,amedastable+obsdl,33631,a0229,111211
a0230,北上,キタカミ,岩手,39.288333,141.11,61,C,,amedastable+obsdl,33716,a0230,111211
a0231,遠野,トオノ,岩手,39.338333,141.543333,275,C,,amedastable+obsdl,33671,a0231,111211
a0232,五葉山,,岩手,,,,,,obsdl_only,,a0232,100000
a0233,釜石,カマイシ,岩手,39.27,141.878333,5,C,,amedastable+obsdl,33751,a0233,111201
a0234,岳山,,岩手,,,,,,obsdl_only,,a0234,100000
a0235,若柳,ワカヤナギ,岩手,39.14,141.063333,97,C,,amedastable+obsdl,33776,a0235,111201
a0236,江刺,エサシ,岩手,39.183333,141.161667,42,C,,amedastable+obsdl,33781,a0236,111201
s47512,大船渡,オオフナト,岩手,39.063333,141.713333,37,B,,amedastable+obsdl,33877,s47512,111111
a0238,一関,イチノセキ,岩手,38.933333,141.125,32,C,,amedastable+obsdl,33911,a0238,111211
a0239,千厩,センマヤ,岩手,38.921667,141.33,120,C,,amedastable+obsdl,33921,a0239,111201
a0240,室根山,,岩手,,,,,,obsdl_only,,a0240,100000
a1028,祭畤,マツルベ,岩手,39.011667,140.865,350,C,,amedastable+obsdl,33831,a1028,100010
a1032,好摩,コウマ,岩手,39.868333,141.166667,205,C,,amedastable+obsdl,33296,a1032,111201
a1033,山田,ヤマダ,岩手,39.45,141.956667,24,C,,amedastable+obsdl,33616,a1033,111201
a1037,大野,オオノ,岩手,40.281667,141.666667,200,C,,amedastable+obsdl,33086,a1037,100000
a1045,衣川,コロモガワ,岩手,39.05,141.045,75,C,,amedastable+obsdl,33841,a1045,100000
a1078,薮川,ヤブカワ,岩手,39.783333,141.328333,680,C,,amedastable+obsdl,33371,a1078,111201
a1113,米里,ヨネサト,岩手,39.233333,141.31,170,C,,amedastable+obsdl,33726,a1113,100000
a1118,沢内,サワウチ,岩手,39.548333,140.843333,407,C,,amedastable+obsdl,33486,a1118,111201
a1120,荒屋,アラヤ,岩手,40.103333,141.05,290,C,,amedastable+obsdl,33166,a1120,111201
a1123,普代,フダイ,岩手,40.003333,141.883333,8,C,,amedastable+obsdl,33206,a1123,111201
a1128,紫波,シワ,岩手,39.546667,141.126667,125,C,,amedastable+obsdl,33501,a1128,111201
a1168,葛根田,カッコンダ,岩手,39.776667,140.945,350,C,,amedastable+obsdl,33351,a1168,100000
a1206,住田,スミタ,岩手,39.141667,141.573333,80,C,,amedastable+obsdl,33801,a1206,111201
a1212,小本,オモト,岩手,39.846667,141.963333,3,C,,amedastable+obsdl,33336,a1212,111201
a1215,奥中山,オクナカヤマ,岩手,40.06,141.225,430,C,,amedastable+obsdl,33176,a1215,111211
a1219,山形,ヤマガタ,岩手,40.148333,141.571667,290,C,,amedastable+obsdl,33136,a1219,111201
a1224,川井,カワイ,岩手,39.598333,141.681667,192,C,,amedastable+obsdl,33526,a1224,111201
a1225,門馬,,岩手,,,,,,obsdl_only,,a1225,111100
a1332,下戸鎖,シモトクサリ,岩手,40.085,141.711667,232,C,,amedastable+obsdl,33201,a1332,100000
a1447,区界,クザカイ,岩手,39.65,141.353333,734,C,,amedastable+obsdl,33441,a1447,111211
a1508,大槌,オオツチ,岩手,39.438333,141.806667,120,C,,amedastable+obsdl,33611,a1508,100000
a1557,大東,ダイトウ,岩手,39.038333,141.296667,140,C,,amedastable+obsdl,33856,a1557,100000
a1558,金ケ崎,カネガサキ,岩手,39.225,141.015,170,C,,amedastable+obsdl,33711,a1558,100000
a1560,滝沢,タキザワ,岩手,39.78,141.096667,210,C,,amedastable+obsdl,33361,a1560,100000
a1563,附馬牛,ツキモウシ,岩手,39.456667,141.506667,440,C,,amedastable+obsdl,33596,a1563,100000
a1598,厳美,,岩手,,,,,,obsdl_only,,a1598,100000
a1627,刈屋,,岩手,,,,,,obsdl_only,,a1627,100000
a1628,新町,,岩手,,,,,,obsdl_only,,a1628,111000
a1629,陸前高田,,岩手,,,,,,obsdl_only,,a1629,111000
a1653,一方井,イッカタイ,岩手,39.973333,141.166667,285,C,,amedastable+obsdl,33231,a1653,100000
a0241,栗駒山,,宮城,,,,,,obsdl_only,,a0241,100000
a0242,気仙沼,ケセンヌマ,宮城,38.906667,141.556667,62,C,,amedastable+obsdl,34026,a0242,111201
a0243,川渡,カワタビ,宮城,38.743333,140.76,170,C,,amedastable+obsdl,34096,a0243,111211
a0244,築館,ツキダテ,宮城,38.735,141.005,25,C,,amedastable+obsdl,34111,a0244,111201
a0245,箕輪山,,宮城,,,,,,obsdl_only,,a0245,100000
a0246,志津川,シヅガワ,宮城,38.681667,141.448333,39,C,,amedastable+obsdl,34186,a0246,111201
a0247,古川,フルカワ,宮城,38.598333,140.911667,28,C,,amedastable+obsdl,34216,a0247,111211
a0248,大衡,オオヒラ,宮城,38.473333,140.888333,57,C,,amedastable+obsdl,34266,a0248,111201
a0249,鹿島台,カシマダイ,宮城,38.46,141.091667,3,C,,amedastable+obsdl,34276,a0249,111201
s47592,石巻,イシノマキ,宮城,38.426667,141.298333,43,B,,amedastable+obsdl,34292,s47592,111111
a0251,新川,ニッカワ,宮城,38.303333,140.636667,265,C,,amedastable+obsdl,34311,a0251,111211
a0252,鷹巣山,,宮城,,,,,,obsdl_only,,a0252,100000
s47590,仙台,センダイ,宮城,38.261667,140.896667,39,A,,amedastable+obsdl,34392,s47590,111111
a0254,川崎,,宮城,,,,,,obsdl_only,,a0254,111100
a0255,不忘山,,宮城,,,,,,obsdl_only,,a0255,100000
a0256,白石,シロイシ,宮城,38.015,140.611667,86,C,,amedastable+obsdl,34461,a0256,111211
a0257,亘理,ワタリ,宮城,38.025,140.858333,4,C,,amedastable+obsdl,34471,a0257,111201
a0985,雄勝,オガツ,宮城,38.52,141.465,24,C,,amedastable+obsdl,34241,a0985,100000
a1029,米山,ヨネヤマ,宮城,38.625,141.186667,4,C,,amedastable+obsdl,34171,a1029,111201
a1030,塩釜,シオガマ,宮城,38.338333,141.013333,105,C,,amedastable+obsdl,34331,a1030,111201
a1126,駒ノ湯,コマノユ,宮城,38.913333,140.828333,532,C,,amedastable+obsdl,34012,a1126,111211
a1220,丸森,マルモリ,宮城,37.931667,140.778333,18,C,,amedastable+obsdl,34506,a1220,111201
a1267,花山,,宮城,,,,,,obsdl_only,,a1267,100000
a1290,江ノ島,,宮城,,,,,,obsdl_only,,a1290,111200
a1298,筆甫,ヒッポ,宮城,37.826667,140.728333,305,C,,amedastable+obsdl,34526,a1298,100000
a1365,泉ケ岳,イズミガダケ,宮城,38.406667,140.721667,630,C,,amedastable+obsdl,34262,a1365,100000
a1464,名取,ナトリ：仙台空港,宮城,38.138333,140.916667,2,C,,amedastable+obsdl,34436,a1464,111010
a1526,鴬沢,ウグイスザワ,宮城,38.805,140.948333,33,C,,amedastable+obsdl,34056,a1526,100000
a1561,加美,カミ,宮城,38.571667,140.726667,195,C,,amedastable+obsdl,34206,a1561,100000
a1564,蔵王,ザオウ,宮城,38.126667,140.68,112,C,,amedastable+obsdl,34462,a1564,111201
a1597,栗駒深山,,宮城,,,,,,obsdl_only,,a1597,100000
a1600,栗駒,,宮城,,,,,,obsdl_only,,a1600,000010
a1626,女川,オナガワ,宮城,38.446667,141.45,38,C,,amedastable+obsdl,34296,a1626,111201
a1630,桃生,,宮城,,,,,,obsdl_only,,a1630,111000
a1631,東松島,,宮城,,,,,,obsdl_only,,a1631,111000
a1632,岩沼,,宮城,,,,,,obsdl_only,,a1632,100000
a0258,鳥海山,,山形,,,,,,obsdl_only,,a0258,100000
s47587,酒田,サカタ,山形,38.908333,139.843333,3,B,,amedastable+obsdl,35052,s47587,111111
a0260,差首鍋,サスナベ,山形,38.918333,140.2,88,C,,amedastable+obsdl,35071,a0260,111201
a0261,太平山,,山形,,,,,,obsdl_only,,a0261,100000
a0262,金山,カナヤマ,山形,43.138333,142.416667,284,C,,amedastable+obsdl,12686,a0262,111211
a0263,鶴岡,ツルオカ,山形,38.735,139.828333,16,C,,amedastable+obsdl,35141,a0263,111201
a0264,狩川,カリカワ,山形,38.8,139.973333,17,C,,amedastable+obsdl,35146,a0264,111211
s47520,新庄,シンジョウ,山形,38.756667,140.311667,105,B,,amedastable+obsdl,35162,s47520,111111
a0266,瀬見,セミ,山形,38.755,140.413333,150,C,,amedastable+obsdl,35171,a0266,100000
a0267,温海岳,,山形,,,,,,obsdl_only,,a0267,100000
a0268,櫛引,クシビキ,山形,38.671667,139.848333,33,C,,amedastable+obsdl,35201,a0268,100010
a0269,月山,,山形,,,,,,obsdl_only,,a0269,100000
a0270,銀山,,山形,,,,,,obsdl_only,,a0270,100000
a0271,楯岡,,山形,,,,,,obsdl_only,,a0271,111100
a0272,左沢,アテラザワ,山形,38.37,140.191667,133,C,,amedastable+obsdl,35376,a0272,111211
s47588,山形,ヤマガタ,山形,40.148333,141.571667,290,C,,amedastable+obsdl,33136,s47588,111111
a0274,葉山,,山形,,,,,,obsdl_only,,a0274,100000
a0275,長井,ナガイ,山形,38.105,140.015,210,C,,amedastable+obsdl,35456,a0275,111211
a0276,蔵王山,,山形,,,,,,obsdl_only,,a0276,100000
a0277,小国,オグニ,山形,38.078333,139.735,140,C,,amedastable+obsdl,35486,a0277,111211
a0278,高峰,タカミネ,山形,37.99,139.953333,260,C,,amedastable+obsdl,35541,a0278,111201
a0279,米沢,ヨネザワ,山形,37.911667,140.143333,245,C,,amedastable+obsdl,35552,a0279,111211
a0280,西吾妻山,,山形,,,,,,obsdl_only,,a0280,100000
a0910,向町,ムカイマチ,山形,38.758333,140.516667,212,C,,amedastable+obsdl,35176,a0910,111211
a1038,上草津,,山形,,,,,,obsdl_only,,a1038,100000
a1039,尾花沢,オバナザワ,山形,38.608333,140.411667,106,C,,amedastable+obsdl,35231,a1039,111211
a1040,鼠ケ関,ネズガセキ,山形,38.566667,139.551667,18,C,,amedastable+obsdl,35246,a1040,111201
a1103,山毛欅潰山,,山形,,,,,,obsdl_only,,a1103,100000
a1125,肘折,ヒジオリ,山形,38.606667,140.163333,330,C,,amedastable+obsdl,35216,a1125,111211
a1132,高畠,タカハタ,山形,38.003333,140.206667,220,C,,amedastable+obsdl,35511,a1132,111201
a1169,落合,,山形,,,,,,obsdl_only,,a1169,100000
a1291,飛島,トビシマ,山形,39.183333,139.543333,58,C,,amedastable+obsdl,35002,a1291,111201
a1292,大井沢,オオイサワ,山形,38.39,139.993333,440,C,,amedastable+obsdl,35361,a1292,111211
a1357,荒沢,,山形,,,,,,obsdl_only,,a1357,100000
a1372,中津川,ナカツガワ,山形,37.91,139.843333,390,C,,amedastable+obsdl,35537,a1372,100000
a1428,白鷹山,,山形,,,,,,obsdl_only,,a1428,100000
a1465,浜中,ハマナカ：庄内空港,山形,38.811667,139.786667,22,C,,amedastable+obsdl,35086,a1465,111000
a1488,東根,ヒガシネ：山形空港,山形,38.411667,140.37,105,C,,amedastable+obsdl,35334,a1488,111000
a1539,村山,ムラヤマ,山形,38.46,140.348333,80,C,,amedastable+obsdl,35332,a1539,111201
a1562,上山中山,カミノヤマナカヤマ,山形,38.116667,140.213333,270,C,,amedastable+obsdl,35466,a1562,100000
a1664,酒田大沢,サカタオオサワ,山形,38.965,139.998333,65,C,,amedastable+obsdl,35056,a1664,100000
a1678,上田沢,カミタザワ,山形,38.523333,139.788333,180,C,,amedastable+obsdl,35257,a1678,100000
a0295,浪江,ナミエ,福島,37.491667,140.965,43,C,,amedastable+obsdl,36411,a0295,111201
a0304,小野新町,オノニイマチ,福島,37.286667,140.625,433,C,,amedastable+obsdl,36591,a0304,111201
a1034,広野,ヒロノ,福島,37.233333,141.0,43,C,,amedastable+obsdl,36611,a1034,111201
a1129,川内,カワウチ,福島,37.336667,140.808333,410,C,,amedastable+obsdl,36501,a1129,111201
a0285,相馬,ソウマ,福島,37.783333,140.925,9,C,,amedastable+obsdl,36151,a0285,111201
a0299,郡山,コオリヤマ,福島,37.368333,140.33,249,C,,amedastable+obsdl,36476,a0299,111201
a0281,梁川,ヤナガワ,福島,37.851667,140.588333,43,C,,amedastable+obsdl,36066,a0281,111201
a0282,稲荷峠,,福島,,,,,,obsdl_only,,a0282,100000
a0283,吾妻山,,福島,,,,,,obsdl_only,,a0283,100000
s47595,福島,フクシマ,福島,37.758333,140.47,67,A,,amedastable+obsdl,36127,s47595,111111
a0286,喜多方,キタカタ,福島,37.658333,139.863333,212,C,,amedastable+obsdl,36176,a0286,111201
a0287,八木沢,,福島,,,,,,obsdl_only,,a0287,100000
a0288,原町,ハラマチ,福島,37.638333,140.983333,17,C,,amedastable+obsdl,36231,a0288,100000
a0289,飯谷山,,福島,,,,,,obsdl_only,,a0289,100000
a0290,猪苗代,イナワシロ,福島,37.551667,140.108333,519,C,,amedastable+obsdl,36276,a0290,111211
a0291,二本松,ニホンマツ,福島,37.583333,140.43,235,C,,amedastable+obsdl,36291,a0291,111201
a0292,白馬石山,,福島,,,,,,obsdl_only,,a0292,100000
s47570,若松,ワカマツ,福島,37.488333,139.91,212,B,,amedastable+obsdl,36361,s47570,111111
a0294,船引,フネヒキ,福島,37.435,140.576667,421,C,,amedastable+obsdl,36391,a0294,111201
a0296,浅草岳,,福島,,,,,,obsdl_only,,a0296,100000
a0297,只見,タダミ,福島,37.343333,139.313333,377,C,,amedastable+obsdl,36426,a0297,111211
a0298,博士峠,,福島,,,,,,obsdl_only,,a0298,100000
a0300,富岡,トミオカ,福島,37.346667,141.016667,50,C,,amedastable+obsdl,36511,a0300,100000
a0301,南郷,ナンゴウ,福島,37.265,139.536667,494,C,,amedastable+obsdl,36536,a0301,111211
a0302,駒止峠,,福島,,,,,,obsdl_only,,a0302,100000
a0303,田島,タジマ,福島,37.206667,139.795,544,C,,amedastable+obsdl,36641,a0303,111211
a0305,観音山,,福島,,,,,,obsdl_only,,a0305,100000
s47597,白河,シラカワ,福島,37.131667,140.215,355,B,,amedastable+obsdl,36667,s47597,111111
a0307,石川,イシカワ,福島,37.146667,140.46,290,C,,amedastable+obsdl,36676,a0307,111201
a0308,山王峠,,福島,,,,,,obsdl_only,,a0308,100000
a0309,大辷山,,福島,,,,,,obsdl_only,,a0309,100000
a0310,平,タイラ,福島,37.065,140.876667,12,C,,amedastable+obsdl,36781,a0310,100000
a0311,田代山,,福島,,,,,,obsdl_only,,a0311,100000
a0312,東白川,ヒガシシラカワ,福島,36.938333,140.408333,183,C,,amedastable+obsdl,36821,a0312,111201
s47598,小名浜,オナハマ,福島,36.946667,140.903333,3,B,,amedastable+obsdl,36846,s47598,111111
a1031,西会津,ニシアイヅ,福島,37.588333,139.656667,165,C,,amedastable+obsdl,36251,a1031,111211
a1044,金山,カナヤマ,福島,43.138333,142.416667,284,C,,amedastable+obsdl,12686,a1044,111211
a1116,鷲倉,ワシクラ,福島,37.668333,140.26,1220,C,,amedastable+obsdl,36196,a1116,111201
a1127,上遠野,,福島,,,,,,obsdl_only,,a1127,111100
a1130,飯舘,イイタテ,福島,37.665,140.726667,463,C,,amedastable+obsdl,36221,a1130,111201
a1150,津島,ツシマ,福島,37.56,140.753333,400,C,,amedastable+obsdl,36307,a1150,100000
a1268,長沼,ナガヌマ,福島,43.011667,141.693333,13,C,,amedastable+obsdl,15431,a1268,100000
a1269,舘岩,タテイワ,福島,37.091667,139.531667,690,C,,amedastable+obsdl,36726,a1269,100000
a1274,川前,カワマエ,福島,37.246667,140.723333,492,C,,amedastable+obsdl,36597,a1274,100000
a1282,桧原,ヒバラ,福島,37.721667,140.058333,824,C,,amedastable+obsdl,36106,a1282,111201
a1293,茂庭,モニワ,福島,37.891667,140.436667,200,C,,amedastable+obsdl,36056,a1293,111211
a1294,湯本,ユモト,福島,37.276667,140.063333,646,C,,amedastable+obsdl,36562,a1294,111211
a1295,桧枝岐,ヒノエマタ,福島,37.01,139.375,973,C,,amedastable+obsdl,36716,a1295,111211
a1359,吉尾峠,,福島,,,,,,obsdl_only,,a1359,100000
a1364,六十里越,,福島,,,,,,obsdl_only,,a1364,100000
a1386,湖南,コナン,福島,37.388333,140.09,536,C,,amedastable+obsdl,36461,a1386,100000
a1466,玉川,タマカワ：福島空港,福島,37.226667,140.426667,372,C,,amedastable+obsdl,36581,a1466,111010
a1607,山田,ヤマダ,福島,39.45,141.956667,24,C,,amedastable+obsdl,33616,a1607,111201
a1633,新地,,福島,,,,,,obsdl_only,,a1633,111000
a1634,古殿,,福島,,,,,,obsdl_only,,a1634,111000
a0314,花園,ハナゾノ,茨城,36.868333,140.636667,370,C,,amedastable+obsdl,40041,a0314,100000
